trial_number,f1_score,f1,precision,recall,specificity,roc_auc,accuracy,loss,true_positives_tp,false_positives_fp,false_negatives_fn,true_negatives_tn,runtime_sec,samples_per_sec,threshold,encoder_lr,head_lr,label_smoothing_factor,weight_decay
20,0.9359391965255157,0.9359391965255157,0.9577777777777777,0.9150743099787686,0.9595744680851064,0.981090481998464,0.9373007438894793,0.24818801879882812,431,19,40,451,1545.5061911250014,2.435448024481945,0.5,3.051444885236677e-05,0.0009035666109019199,0.008601128876673757,0.0810578826528273
21,0.9159663865546218,0.9159663865546218,0.9064449064449065,0.9256900212314225,0.9042553191489362,0.9685616840583638,0.9149840595111584,0.2837374210357666,436,45,35,425,1521.1416477089952,2.474457264166683,0.5,6.5119068769226105e-06,0.0009123187201919028,0.004937611735222085,0.0668477997539925
22,0.7650602409638554,,,,,,,,,,,,,,,4.59637572267172e-05,0.0005086823420462176,0.012070015069576263,0.08916422461515429
23,0.9272918861959958,0.9272918861959958,0.9205020920502092,0.9341825902335457,0.9191489361702128,0.9726340515878392,0.926673751328374,0.297979474067688,440,38,31,432,1500.1128832920003,2.50914450633868,0.5,1.7933887739786368e-05,0.0009619694416263888,0.06808996976438787,0.017757784283409545
24,0.927038626609442,0.927038626609442,0.9370932754880694,0.9171974522292994,0.9382978723404255,0.9761801508786195,0.9277364505844846,0.2758210599422455,432,29,39,441,2223.760133166994,1.6926285995780739,0.5,1.5872316740011796e-05,0.0009107474610163365,0.007248765885215865,0.010902892841528646
25,0.8400954653937948,,,,,,,,,,,,,,,1.5721911138073746e-05,1.3492869428590402e-05,0.01151392570884549,1.0765880985954179e-05
26,0.77079107505071,,,,,,,,,,,,,,,2.7801271191532213e-05,0.0007471383976240408,0.020703205051109647,0.02991874095890986
27,0.7098718914845517,,,,,,,,,,,,,,,2.7622179112040014e-06,7.251238037224703e-05,0.11129382028890712,0.013172105880622715
28,0.7005917159763314,,,,,,,,,,,,,,,3.812222563779923e-05,0.0001011977105427169,0.03301507839754625,0.08097185684082756
29,0.9051546391752577,,,,,,,,,,,,,,,2.8947898418593756e-06,0.0004705819406971452,0.01111915574020142,2.1177129661969388e-05
30,0.7714808043875686,,,,,,,,,,,,,,,3.6641538281996644e-05,0.0002116410552004696,0.1688748017244061,0.08455865313615514
31,0.772256728778468,,,,,,,,,,,,,,,1.8588409174061348e-05,0.0005843982475112244,0.07332028242298516,0.019330705876865088
32,0.9327641408751334,0.9327641408751334,0.9377682403433476,0.9278131634819533,0.9382978723404255,0.9750056466549215,0.9330499468650372,0.2882833182811737,437,29,34,441,2376.9214769999962,1.5835609364557928,0.5,2.103949833125499e-05,0.0007555807393784082,0.04705084649409938,0.07958865773081693
33,0.9323308270676691,0.9323308270676691,0.9434782608695652,0.921443736730361,0.9446808510638298,0.9782174639743415,0.9330499468650372,0.24962954223155975,434,26,37,444,1785.941619792,2.1075716911946847,0.5,2.4282037409157175e-05,0.0009794101340330637,0.008505894132587682,0.06495427256077882
